Generation,Solution,Fitness,Constraints,Satisfied Constraints
51,"[0.0004, 0.0, 0.0001, 0.0001, 0.0004, 0.0005, 0.0002, 0.0, 0.0007, 0.0002]",[0.001374302720510645],[],0
51,"[0.0008, 0.0003, 0.0001, 0.0001, 0.0004, 0.0002, 0.0002, 0.0003, 0.0001, 0.0004]",[0.0013751849972298835],[],0
51,"[0.0007, 0.0001, 0.0, 0.0, 0.0001, 0.0003, 0.0001, 0.0006, 0.0002, 0.0002]",[0.0013779334318937408],[],0
51,"[0.0008, 0.0003, 0.0, 0.0004, 0.0002, 0.0002, 0.0003, 0.0003, 0.0001, 0.0003]",[0.0013805810775981975],[],0
51,"[0.0004, 0.0003, 0.0006, 0.0, 0.0, 0.0007, 0.0001, 0.0, 0.0001, 0.0003]",[0.0013816004869195986],[],0
51,"[0.0008, 0.0003, 0.0001, 0.0004, 0.0002, 0.0002, 0.0003, 0.0003, 0.0001, 0.0003]",[0.0013830592534351815],[],0
51,"[0.0003, 0.0004, 0.0006, 0.0001, 0.0005, 0.0004, 0.0002, 0.0, 0.0002, 0.0003]",[0.0014008164626635455],[],0
51,"[0.0008, 0.0004, 0.0005, 0.0004, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0014043861868207053],[],0
51,"[0.0003, 0.0004, 0.0007, 0.0001, 0.0005, 0.0004, 0.0001, 0.0, 0.0001, 0.0003]",[0.0014062355096524648],[],0
51,"[0.0007, 0.0002, 0.0, 0.0001, 0.0001, 0.0003, 0.0002, 0.0006, 0.0001, 0.0002]",[0.0014077576693520832],[],0
51,"[0.0005, 0.0003, 0.0, 0.0004, 0.0003, 0.0001, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0014173696325561203],[],0
51,"[0.0008, 0.0003, 0.0, 0.0, 0.0002, 0.0002, 0.0002, 0.0001, 0.0006, 0.0003]",[0.0014242381878628585],[],0
51,"[0.0007, 0.0004, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.0014255018566413646],[],0
51,"[0.0007, 0.0004, 0.0, 0.0006, 0.0001, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.0014286628146575886],[],0
51,"[0.0007, 0.0004, 0.0, 0.0006, 0.0001, 0.0003, 0.0002, 0.0, 0.0001, 0.0001]",[0.0014290790511286566],[],0
51,"[0.0007, 0.0002, 0.0, 0.0005, 0.0001, 0.0003, 0.0002, 0.0001, 0.0005, 0.0]",[0.001430863113608627],[],0
51,"[0.0007, 0.0002, 0.0001, 0.0005, 0.0001, 0.0003, 0.0002, 0.0001, 0.0005, 0.0]",[0.001433751031435282],[],0
51,"[0.0005, 0.0004, 0.0006, 0.0002, 0.0003, 0.0001, 0.0002, 0.0001, 0.0005, 0.0003]",[0.001435174770837211],[],0
51,"[0.0002, 0.0004, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0008, 0.0003, 0.0003]",[0.001436439942836376],[],0
51,"[0.0008, 0.0001, 0.0006, 0.0002, 0.0005, 0.0001, 0.0001, 0.0, 0.0002, 0.0001]",[0.0014405416733223042],[],0
51,"[0.0008, 0.0004, 0.0, 0.0004, 0.0005, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.0014415036682504656],[],0
51,"[0.0008, 0.0004, 0.0001, 0.0004, 0.0003, 0.0002, 0.0001, 0.0003, 0.0001, 0.0003]",[0.0014419058049282008],[],0
51,"[0.0007, 0.0004, 0.0, 0.0006, 0.0001, 0.0003, 0.0002, 0.0, 0.0001, 0.0001]",[0.0014491926342654615],[],0
51,"[0.0005, 0.0003, 0.0006, 0.0004, 0.0003, 0.0001, 0.0003, 0.0001, 0.0005, 0.0003]",[0.0014541964349423786],[],0
51,"[0.0003, 0.0002, 0.0001, 0.0001, 0.0002, 0.0004, 0.0, 0.0, 0.0007, 0.0007]",[0.0014584454773829414],[],0
51,"[0.0007, 0.0002, 0.0006, 0.0005, 0.0001, 0.0003, 0.0002, 0.0001, 0.0001, 0.0]",[0.0014585139912495215],[],0
51,"[0.0007, 0.0002, 0.0001, 0.0005, 0.0002, 0.0002, 0.0002, 0.0001, 0.0005, 0.0003]",[0.0014625159037078284],[],0
51,"[0.0005, 0.0004, 0.0001, 0.0006, 0.0003, 0.0004, 0.0002, 0.0, 0.0005, 0.0003]",[0.001463678830724735],[],0
51,"[0.0007, 0.0002, 0.0002, 0.0002, 0.0003, 0.0006, 0.0002, 0.0, 0.0001, 0.0005]",[0.0014660906280217212],[],0
51,"[0.0007, 0.0004, 0.0002, 0.0004, 0.0002, 0.0006, 0.0, 0.0, 0.0001, 0.0]",[0.001472770304520754],[],0
51,"[0.0004, 0.0002, 0.0006, 0.0001, 0.0002, 0.0007, 0.0003, 0.0, 0.0001, 0.0003]",[0.0014743619891075532],[],0
51,"[0.0008, 0.0004, 0.0005, 0.0004, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0]",[0.0014753301688767984],[],0
51,"[0.0004, 0.0004, 0.0, 0.0, 0.0001, 0.0004, 0.0001, 0.0008, 0.0003, 0.0003]",[0.0014806842925421115],[],0
51,"[0.0004, 0.0003, 0.0006, 0.0, 0.0002, 0.0007, 0.0003, 0.0, 0.0001, 0.0003]",[0.001485128570515304],[],0
51,"[0.0004, 0.0003, 0.0006, 0.0, 0.0002, 0.0007, 0.0003, 0.0, 0.0001, 0.0003]",[0.001485186827899998],[],0
51,"[0.0003, 0.0004, 0.0001, 0.0006, 0.0004, 0.0004, 0.0002, 0.0001, 0.0005, 0.0003]",[0.0014910628347242216],[],0
51,"[0.0007, 0.0, 0.0001, 0.0001, 0.0004, 0.0, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0014961713423322642],[],0
51,"[0.0007, 0.0002, 0.0006, 0.0005, 0.0003, 0.0001, 0.0003, 0.0001, 0.0002, 0.0]",[0.0014974751777008244],[],0
51,"[0.0007, 0.0002, 0.0006, 0.0005, 0.0003, 0.0001, 0.0003, 0.0001, 0.0002, 0.0]",[0.001497815382937251],[],0
51,"[0.0007, 0.0004, 0.0, 0.0, 0.0001, 0.0003, 0.0002, 0.0006, 0.0002, 0.0002]",[0.0015005981644233835],[],0
51,"[0.0007, 0.0001, 0.0001, 0.0001, 0.0003, 0.0004, 0.0002, 0.0, 0.0007, 0.0002]",[0.0015021014146943124],[],0
51,"[0.0007, 0.0, 0.0, 0.0001, 0.0004, 0.0001, 0.0002, 0.0001, 0.0007, 0.0003]",[0.001502367207603772],[],0
51,"[0.0005, 0.0004, 0.0006, 0.0002, 0.0005, 0.0001, 0.0003, 0.0001, 0.0005, 0.0]",[0.0015048729328914767],[],0
51,"[0.0007, 0.0004, 0.0, 0.0003, 0.0004, 0.0001, 0.0002, 0.0, 0.0006, 0.0001]",[0.0015188571840920595],[],0
51,"[0.0007, 0.0004, 0.0, 0.0005, 0.0001, 0.0003, 0.0002, 0.0, 0.0005, 0.0001]",[0.0015190769721056263],[],0
51,"[0.0007, 0.0002, 0.0001, 0.0001, 0.0004, 0.0, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0015205291492041972],[],0
51,"[0.0008, 0.0003, 0.0006, 0.0002, 0.0005, 0.0, 0.0003, 0.0, 0.0002, 0.0001]",[0.0015255019361828381],[],0
51,"[0.0007, 0.0002, 0.0006, 0.0005, 0.0002, 0.0002, 0.0003, 0.0001, 0.0001, 0.0003]",[0.0015274017330075829],[],0
51,"[0.0007, 0.0002, 0.0001, 0.0001, 0.0003, 0.0004, 0.0002, 0.0, 0.0007, 0.0002]",[0.0015301968974346103],[],0
51,"[0.0007, 0.0005, 0.0001, 0.0006, 0.0004, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.001532933329152275],[],0
51,"[0.0007, 0.0004, 0.0002, 0.0004, 0.0003, 0.0003, 0.0001, 0.0001, 0.0001, 0.0006]",[0.0015430270353928854],[],0
51,"[0.0007, 0.0, 0.0006, 0.0001, 0.0004, 0.0001, 0.0003, 0.0001, 0.0005, 0.0003]",[0.0015431399282666014],[],0
51,"[0.0008, 0.0004, 0.0, 0.0004, 0.0001, 0.0003, 0.0002, 0.0002, 0.0005, 0.0001]",[0.0015435841264204164],[],0
51,"[0.0007, 0.0, 0.0001, 0.0001, 0.0003, 0.0004, 0.0002, 0.0, 0.0007, 0.0003]",[0.001549003941545113],[],0
51,"[0.0007, 0.0004, 0.0002, 0.0004, 0.0003, 0.0003, 0.0001, 0.0001, 0.0001, 0.0006]",[0.0015582593051957083],[],0
51,"[0.0008, 0.0007, 0.0, 0.0, 0.0005, 0.0002, 0.0001, 0.0003, 0.0001, 0.0003]",[0.0015687954427439088],[],0
51,"[0.0008, 0.0, 0.0001, 0.0, 0.0005, 0.0004, 0.0001, 0.0, 0.0007, 0.0002]",[0.0015702559340415867],[],0
51,"[0.0008, 0.0002, 0.0001, 0.0001, 0.0005, 0.0001, 0.0002, 0.0003, 0.0007, 0.0002]",[0.0015737714437773498],[],0
51,"[0.0005, 0.0004, 0.0006, 0.0004, 0.0005, 0.0001, 0.0001, 0.0001, 0.0005, 0.0003]",[0.0015756008561464974],[],0
51,"[0.0003, 0.0004, 0.0, 0.0004, 0.0003, 0.0004, 0.0001, 0.0008, 0.0003, 0.0003]",[0.001584198555005134],[],0
51,"[0.0001, 0.0002, 0.0002, 0.0004, 0.0003, 0.0006, 0.0003, 0.0, 0.0001, 0.0009]",[0.0015982536950862603],[],0
51,"[0.0007, 0.0, 0.0001, 0.0001, 0.0005, 0.0004, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0016001952774264971],[],0
51,"[0.0007, 0.0004, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0006]",[0.001606152295658081],[],0
51,"[0.0008, 0.0007, 0.0005, 0.0004, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0]",[0.0016087401396096546],[],0
51,"[0.0007, 0.0003, 0.0006, 0.0006, 0.0003, 0.0003, 0.0003, 0.0001, 0.0001, 0.0]",[0.0016217876345447912],[],0
51,"[0.0, 0.0002, 0.0007, 0.0005, 0.0005, 0.0003, 0.0001, 0.0003, 0.0007, 0.0002]",[0.0016260133900662943],[],0
51,"[0.0004, 0.0004, 0.0001, 0.0, 0.0001, 0.0009, 0.0001, 0.0, 0.0005, 0.0003]",[0.0016288023259360962],[],0
51,"[0.0008, 0.0002, 0.0001, 0.0002, 0.0005, 0.0003, 0.0001, 0.0003, 0.0007, 0.0002]",[0.0016315250720357888],[],0
51,"[0.0007, 0.0002, 0.0006, 0.0005, 0.0003, 0.0004, 0.0003, 0.0001, 0.0002, 0.0003]",[0.0016336050539504932],[],0
51,"[0.0005, 0.0004, 0.0006, 0.0002, 0.0005, 0.0001, 0.0003, 0.0001, 0.0007, 0.0]",[0.0016337667660022426],[],0
51,"[0.0008, 0.0002, 0.0001, 0.0, 0.0005, 0.0004, 0.0003, 0.0, 0.0007, 0.0002]",[0.001637683721540828],[],0
51,"[0.0007, 0.0004, 0.0006, 0.0006, 0.0004, 0.0001, 0.0001, 0.0001, 0.0001, 0.0]",[0.0016436207315391194],[],0
51,"[0.0001, 0.0, 0.0001, 0.0006, 0.0004, 0.0004, 0.0002, 0.0008, 0.0005, 0.0003]",[0.0016456104248523395],[],0
52,"[0.0, 0.0001, 0.0001, 0.0002, 0.0003, 0.0001, 0.0001, 0.0, 0.0002, 0.0001]",[0.0006174956360394113],[],0
52,"[0.0002, 0.0002, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0001, 0.0001, 0.0003]",[0.0007857853457413633],[],0
52,"[0.0002, 0.0002, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0001, 0.0001, 0.0003]",[0.0007877351994385329],[],0
52,"[0.0003, 0.0002, 0.0001, 0.0001, 0.0003, 0.0003, 0.0002, 0.0001, 0.0, 0.0003]",[0.0008528123343229943],[],0
52,"[0.0004, 0.0002, 0.0001, 0.0001, 0.0003, 0.0003, 0.0002, 0.0001, 0.0, 0.0003]",[0.0009048861471616654],[],0
52,"[0.0003, 0.0, 0.0001, 0.0, 0.0004, 0.0001, 0.0002, 0.0001, 0.0005, 0.0002]",[0.0009886818279061238],[],0
52,"[0.0003, 0.0, 0.0001, 0.0002, 0.0004, 0.0003, 0.0001, 0.0001, 0.0004, 0.0002]",[0.0010027439733311105],[],0
52,"[0.0003, 0.0002, 0.0001, 0.0002, 0.0002, 0.0005, 0.0002, 0.0, 0.0002, 0.0003]",[0.0010100204569210014],[],0
52,"[0.0004, 0.0003, 0.0006, 0.0, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0]",[0.0010117407692971092],[],0
52,"[0.0004, 0.0002, 0.0001, 0.0002, 0.0002, 0.0005, 0.0002, 0.0, 0.0002, 0.0003]",[0.0010607576911820793],[],0
52,"[0.0003, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0010775328570855613],[],0
52,"[0.0004, 0.0002, 0.0006, 0.0002, 0.0002, 0.0002, 0.0002, 0.0001, 0.0, 0.0002]",[0.0010777377114163933],[],0
52,"[0.0004, 0.0002, 0.0006, 0.0001, 0.0003, 0.0001, 0.0002, 0.0, 0.0, 0.0003]",[0.001086403086482779],[],0
52,"[0.0004, 0.0002, 0.0006, 0.0001, 0.0003, 0.0001, 0.0002, 0.0001, 0.0, 0.0003]",[0.0010895713352074843],[],0
52,"[0.0004, 0.0004, 0.0, 0.0006, 0.0001, 0.0001, 0.0001, 0.0, 0.0001, 0.0001]",[0.0011016562833110477],[],0
52,"[0.0003, 0.0, 0.0, 0.0006, 0.0003, 0.0003, 0.0002, 0.0, 0.0001, 0.0003]",[0.0011197860742133692],[],0
52,"[0.0007, 0.0002, 0.0, 0.0001, 0.0001, 0.0003, 0.0002, 0.0001, 0.0001, 0.0002]",[0.0011269664713293714],[],0
52,"[0.0004, 0.0003, 0.0006, 0.0, 0.0002, 0.0002, 0.0001, 0.0, 0.0, 0.0003]",[0.0011318176233925392],[],0
52,"[0.0004, 0.0001, 0.0006, 0.0002, 0.0005, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001]",[0.0011442744670771],[],0
52,"[0.0006, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0, 0.0001, 0.0002, 0.0002]",[0.0011536713828275147],[],0
52,"[0.0004, 0.0004, 0.0001, 0.0004, 0.0003, 0.0003, 0.0002, 0.0001, 0.0001, 0.0003]",[0.0011702967782061258],[],0
52,"[0.0008, 0.0002, 0.0, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0001, 0.0003]",[0.0011785216973270174],[],0
52,"[0.0007, 0.0, 0.0001, 0.0004, 0.0002, 0.0002, 0.0002, 0.0, 0.0001, 0.0]",[0.0011832312615998042],[],0
52,"[0.0008, 0.0003, 0.0, 0.0001, 0.0, 0.0001, 0.0003, 0.0001, 0.0001, 0.0003]",[0.0011880966757868983],[],0
52,"[0.0005, 0.0004, 0.0001, 0.0002, 0.0003, 0.0001, 0.0002, 0.0, 0.0005, 0.0003]",[0.0011909988570022456],[],0
52,"[0.0008, 0.0003, 0.0, 0.0001, 0.0, 0.0001, 0.0003, 0.0001, 0.0002, 0.0003]",[0.0011989384430468597],[],0
52,"[0.0007, 0.0003, 0.0, 0.0001, 0.0004, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.001199007158743104],[],0
52,"[0.0003, 0.0002, 0.0, 0.0006, 0.0003, 0.0004, 0.0002, 0.0, 0.0001, 0.0003]",[0.001200104891200926],[],0
52,"[0.0005, 0.0005, 0.0001, 0.0002, 0.0003, 0.0003, 0.0002, 0.0, 0.0005, 0.0002]",[0.0012048644799027564],[],0
52,"[0.0003, 0.0001, 0.0005, 0.0, 0.0, 0.0007, 0.0001, 0.0, 0.0001, 0.0003]",[0.0012052731332983235],[],0
52,"[0.0003, 0.0, 0.0001, 0.0001, 0.0004, 0.0001, 0.0, 0.0001, 0.0008, 0.0001]",[0.0012151433244906862],[],0
52,"[0.0008, 0.0002, 0.0, 0.0002, 0.0002, 0.0003, 0.0001, 0.0001, 0.0001, 0.0003]",[0.0012241857168260317],[],0
52,"[0.0007, 0.0003, 0.0002, 0.0001, 0.0002, 0.0003, 0.0002, 0.0001, 0.0001, 0.0001]",[0.001224693404776378],[],0
52,"[0.0007, 0.0001, 0.0, 0.0, 0.0004, 0.0003, 0.0001, 0.0001, 0.0002, 0.0002]",[0.0012298820393650267],[],0
52,"[0.0007, 0.0004, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0001, 0.0001, 0.0001]",[0.0012301307551081386],[],0
52,"[0.0002, 0.0, 0.0001, 0.0001, 0.0004, 0.0003, 0.0001, 0.0, 0.0008, 0.0002]",[0.0012319287869044793],[],0
52,"[0.0007, 0.0002, 0.0, 0.0001, 0.0001, 0.0004, 0.0002, 0.0, 0.0002, 0.0002]",[0.0012327945696388731],[],0
52,"[0.0002, 0.0, 0.0001, 0.0001, 0.0002, 0.0005, 0.0002, 0.0, 0.0008, 0.0002]",[0.0012347647796997485],[],0
52,"[0.0006, 0.0004, 0.0, 0.0001, 0.0001, 0.0003, 0.0002, 0.0, 0.0005, 0.0001]",[0.0012430579474806969],[],0
52,"[0.0004, 0.0003, 0.0001, 0.0, 0.0002, 0.0007, 0.0003, 0.0, 0.0001, 0.0003]",[0.0012434710442374985],[],0
52,"[0.0003, 0.0, 0.0001, 0.0001, 0.0004, 0.0001, 0.0002, 0.0001, 0.0008, 0.0002]",[0.0012485091335432408],[],0
52,"[0.0007, 0.0002, 0.0001, 0.0002, 0.0003, 0.0002, 0.0002, 0.0001, 0.0002, 0.0003]",[0.0012605064339550331],[],0
52,"[0.0008, 0.0002, 0.0, 0.0001, 0.0001, 0.0004, 0.0002, 0.0, 0.0001, 0.0003]",[0.0012724223649596134],[],0
52,"[0.0003, 0.0, 0.0001, 0.0, 0.0005, 0.0004, 0.0, 0.0, 0.0007, 0.0001]",[0.0012741343482969292],[],0
52,"[0.0005, 0.0002, 0.0001, 0.0004, 0.0003, 0.0003, 0.0003, 0.0001, 0.0005, 0.0003]",[0.001279584920145016],[],0
52,"[0.0005, 0.0004, 0.0001, 0.0002, 0.0003, 0.0004, 0.0002, 0.0, 0.0005, 0.0003]",[0.0012833442187667465],[],0
52,"[0.0008, 0.0003, 0.0, 0.0001, 0.0002, 0.0002, 0.0002, 0.0003, 0.0001, 0.0003]",[0.0012869473505081608],[],0
52,"[0.0005, 0.0003, 0.0001, 0.0004, 0.0003, 0.0003, 0.0003, 0.0001, 0.0005, 0.0003]",[0.0013082001360307238],[],0
52,"[0.0008, 0.0, 0.0001, 0.0001, 0.0004, 0.0002, 0.0002, 0.0003, 0.0001, 0.0004]",[0.0013147374228066333],[],0
52,"[0.0007, 0.0002, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0, 0.0001, 0.0]",[0.0013176108038206458],[],0
52,"[0.0007, 0.0003, 0.0001, 0.0001, 0.0002, 0.0003, 0.0002, 0.0001, 0.0005, 0.0001]",[0.0013193607880777058],[],0
52,"[0.0003, 0.0002, 0.0001, 0.0001, 0.0004, 0.0004, 0.0002, 0.0, 0.0007, 0.0002]",[0.0013226752824029298],[],0
52,"[0.0004, 0.0003, 0.0001, 0.0001, 0.0001, 0.0005, 0.0002, 0.0, 0.0007, 0.0]",[0.0013242019248491665],[],0
52,"[0.0002, 0.0004, 0.0, 0.0004, 0.0004, 0.0003, 0.0002, 0.0001, 0.0005, 0.0003]",[0.001324520669449658],[],0
52,"[0.0003, 0.0002, 0.0001, 0.0001, 0.0002, 0.0004, 0.0, 0.0, 0.0007, 0.0005]",[0.001330649461845912],[],0
52,"[0.0007, 0.0003, 0.0001, 0.0001, 0.0002, 0.0004, 0.0002, 0.0003, 0.0, 0.0003]",[0.0013306803139276902],[],0
52,"[0.0007, 0.0002, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0, 0.0001, 0.0]",[0.0013378356946458503],[],0
52,"[0.0007, 0.0003, 0.0002, 0.0004, 0.0003, 0.0003, 0.0002, 0.0001, 0.0001, 0.0001]",[0.0013452203182251488],[],0
52,"[0.0007, 0.0002, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0, 0.0001, 0.0]",[0.001345371024506381],[],0
52,"[0.0007, 0.0003, 0.0, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.0013547050429463248],[],0
52,"[0.0004, 0.0003, 0.0006, 0.0, 0.0, 0.0007, 0.0001, 0.0, 0.0001, 0.0003]",[0.0013548773548888171],[],0
52,"[0.0007, 0.0003, 0.0, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.0013560866193178533],[],0
52,"[0.0007, 0.0003, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.0013562463438572259],[],0
52,"[0.0004, 0.0003, 0.0006, 0.0, 0.0, 0.0006, 0.0, 0.0001, 0.0001, 0.0003]",[0.0013628672230407979],[],0
52,"[0.0003, 0.0, 0.0001, 0.0001, 0.0004, 0.0005, 0.0002, 0.0001, 0.0007, 0.0002]",[0.0013707034526508899],[],0
52,"[0.0008, 0.0003, 0.0001, 0.0004, 0.0002, 0.0002, 0.0002, 0.0003, 0.0001, 0.0003]",[0.0013720658938543018],[],0
52,"[0.0002, 0.0004, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0008, 0.0001, 0.0003]",[0.001372412659762734],[],0
52,"[0.0004, 0.0, 0.0001, 0.0001, 0.0004, 0.0005, 0.0002, 0.0, 0.0007, 0.0002]",[0.001374302720510645],[],0
52,"[0.0008, 0.0003, 0.0001, 0.0001, 0.0004, 0.0002, 0.0002, 0.0003, 0.0001, 0.0004]",[0.0013751849972298835],[],0
52,"[0.0007, 0.0001, 0.0, 0.0, 0.0001, 0.0003, 0.0001, 0.0006, 0.0002, 0.0002]",[0.0013779334318937408],[],0
52,"[0.0008, 0.0003, 0.0, 0.0004, 0.0002, 0.0002, 0.0003, 0.0003, 0.0001, 0.0003]",[0.0013805810775981975],[],0
52,"[0.0007, 0.0002, 0.0006, 0.0002, 0.0003, 0.0001, 0.0003, 0.0001, 0.0001, 0.0]",[0.0013813933458561856],[],0
52,"[0.0004, 0.0003, 0.0006, 0.0, 0.0, 0.0007, 0.0001, 0.0, 0.0001, 0.0003]",[0.0013816004869195986],[],0
52,"[0.0005, 0.0004, 0.0006, 0.0006, 0.0001, 0.0001, 0.0002, 0.0001, 0.0001, 0.0001]",[0.0013824824517887357],[],0
52,"[0.0008, 0.0003, 0.0001, 0.0004, 0.0002, 0.0002, 0.0003, 0.0003, 0.0001, 0.0003]",[0.0013830592534351815],[],0
52,"[0.0007, 0.0003, 0.0001, 0.0006, 0.0, 0.0003, 0.0001, 0.0, 0.0001, 0.0003]",[0.0013875270284526842],[],0
52,"[0.0003, 0.0, 0.0001, 0.0001, 0.0002, 0.0001, 0.0, 0.0001, 0.0008, 0.0007]",[0.0013890240177940605],[],0
52,"[0.0008, 0.0004, 0.0001, 0.0004, 0.0001, 0.0003, 0.0002, 0.0, 0.0001, 0.0003]",[0.001392546322755539],[],0
52,"[0.0008, 0.0004, 0.0, 0.0, 0.0005, 0.0004, 0.0001, 0.0, 0.0001, 0.0002]",[0.0013961206320733943],[],0
52,"[0.0003, 0.0004, 0.0006, 0.0001, 0.0005, 0.0004, 0.0002, 0.0, 0.0002, 0.0003]",[0.0014008164626635455],[],0
52,"[0.0008, 0.0004, 0.0005, 0.0004, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0014043861868207053],[],0
52,"[0.0003, 0.0004, 0.0007, 0.0001, 0.0005, 0.0004, 0.0001, 0.0, 0.0001, 0.0003]",[0.0014062355096524648],[],0
52,"[0.0007, 0.0004, 0.0001, 0.0004, 0.0003, 0.0002, 0.0001, 0.0003, 0.0002, 0.0002]",[0.0014067260009480442],[],0
52,"[0.0007, 0.0002, 0.0, 0.0001, 0.0001, 0.0003, 0.0002, 0.0006, 0.0001, 0.0002]",[0.0014077576693520832],[],0
52,"[0.0005, 0.0003, 0.0, 0.0004, 0.0003, 0.0001, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0014160226014969801],[],0
52,"[0.0005, 0.0003, 0.0, 0.0004, 0.0003, 0.0001, 0.0002, 0.0001, 0.0007, 0.0003]",[0.0014173696325561203],[],0
52,"[0.0008, 0.0003, 0.0, 0.0, 0.0002, 0.0002, 0.0002, 0.0001, 0.0006, 0.0003]",[0.0014242381878628585],[],0
52,"[0.0007, 0.0, 0.0002, 0.0006, 0.0004, 0.0003, 0.0001, 0.0001, 0.0001, 0.0001]",[0.0014251350800660312],[],0
52,"[0.0007, 0.0004, 0.0001, 0.0006, 0.0001, 0.0003, 0.0001, 0.0001, 0.0001, 0.0]",[0.0014255018566413646],[],0
52,"[0.0007, 0.0001, 0.0001, 0.0006, 0.0004, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.0014281490499148397],[],0
52,"[0.0007, 0.0004, 0.0, 0.0006, 0.0001, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.0014286628146575886],[],0
52,"[0.0007, 0.0004, 0.0, 0.0006, 0.0001, 0.0003, 0.0002, 0.0, 0.0001, 0.0001]",[0.0014290790511286566],[],0
52,"[0.0007, 0.0002, 0.0, 0.0005, 0.0001, 0.0003, 0.0002, 0.0001, 0.0005, 0.0]",[0.001430863113608627],[],0
52,"[0.0007, 0.0002, 0.0001, 0.0005, 0.0001, 0.0003, 0.0002, 0.0001, 0.0005, 0.0]",[0.001433751031435282],[],0
52,"[0.0005, 0.0004, 0.0006, 0.0002, 0.0003, 0.0001, 0.0002, 0.0001, 0.0005, 0.0003]",[0.001435174770837211],[],0
52,"[0.0003, 0.0004, 0.0001, 0.0006, 0.0003, 0.0004, 0.0002, 0.0, 0.0005, 0.0003]",[0.0014360809515499007],[],0
52,"[0.0002, 0.0004, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0008, 0.0003, 0.0003]",[0.001436439942836376],[],0
52,"[0.0007, 0.0004, 0.0002, 0.0001, 0.0002, 0.0003, 0.0001, 0.0001, 0.0001, 0.0006]",[0.0014396643673149079],[],0
52,"[0.0008, 0.0001, 0.0006, 0.0002, 0.0005, 0.0001, 0.0001, 0.0, 0.0002, 0.0001]",[0.0014405416733223042],[],0
52,"[0.0008, 0.0004, 0.0, 0.0004, 0.0005, 0.0003, 0.0001, 0.0, 0.0001, 0.0001]",[0.0014415036682504656],[],0
53,"[0.0003, 0.0, 0.0001, 0.0001, 0.0, 0.0001, 0.0002, 0.0001, 0.0001, 0.0002]",[0.0005723674272499757],[],0
53,"[0.0, 0.0001, 0.0001, 0.0002, 0.0003, 0.0001, 0.0001, 0.0, 0.0002, 0.0001]",[0.0006174956360394113],[],0
53,"[0.0002, 0.0, 0.0002, 0.0001, 0.0002, 0.0003, 0.0002, 0.0, 0.0001, 0.0001]",[0.0006292404460706003],[],0
53,"[0.0002, 0.0002, 0.0001, 0.0001, 0.0, 0.0003, 0.0001, 0.0001, 0.0, 0.0003]",[0.000702851385252945],[],0
53,"[0.0001, 0.0002, 0.0001, 0.0001, 0.0003, 0.0001, 0.0002, 0.0, 0.0, 0.0003]",[0.0007226902077843711],[],0
53,"[0.0004, 0.0, 0.0002, 0.0001, 0.0002, 0.0001, 0.0002, 0.0001, 0.0001, 0.0001]",[0.0007371488457263986],[],0
53,"[0.0002, 0.0002, 0.0001, 0.0003, 0.0, 0.0003, 0.0001, 0.0001, 0.0001, 0.0003]",[0.0007857853457413633],[],0
